CustomerID,Predicted_CLV
12346,-0.7821990533974476
12347,615.3097327009373
12348,449.2656359587048
12349,1764.0346927786056
12350,334.4066995370989
12352,140.29656198795303
12353,89.9302513850272
12354,1078.8455578589717
12355,459.218241524174
12356,938.5205571759263
12357,5557.987370347412
12358,584.1264802588987
12359,1041.1117479365062
12360,887.5076593253968
12361,189.90341702321876
12362,396.6575064349872
12363,276.2589226421936
12364,328.3350566637954
12365,107.06024164281871
12367,168.74776816979335
12370,887.0342478670626
12371,942.4922049642861
12372,432.67712499399
12373,364.6428939219353
12374,743.6310615427338
12375,151.88119417779203
12377,815.9546636363647
12378,4171.656202841248
12379,283.5179251825721
12380,543.5971434489363
12381,300.3851429967959
12383,306.61341270266666
12384,188.94211661961214
12386,200.8513329220032
12388,463.45747364749695
12390,549.4515179948645
12391,461.0336089622531
12393,396.1577892580304
12394,635.8577497764666
12395,200.03856299034686
12397,1200.1852164646498
12398,1648.1929177964505
12399,276.9002682325143
12401,84.25128667392711
12402,225.75346763632567
12403,204.71441005728465
12405,1701.9593299509863
12406,1094.6671162179505
12407,341.51248214884714
12408,315.8278562635693
12409,1579.6788067857137
12410,226.73646357949153
12412,408.87073883306317
12413,138.7880904359013
12414,187.40000619687595
12415,4730.164193453338
12417,298.32325416802644
12418,668.7484322541967
12420,600.0732162273019
12421,161.2865574915278
12422,267.58465507334756
12423,205.4153002984309
12424,880.907362714287
12425,776.7026393051051
12426,582.5775461013105
12427,141.68428627802342
12428,656.3368257552739
12429,938.3433764418004
12430,256.32686031291826
12431,356.21742173268046
12432,1014.1743142399278
12433,1923.4177123462775
12434,191.0095195152815
12435,4110.523967425702
12436,508.4344894008354
12437,257.6645998762001
12438,1456.0872946428542
12441,173.46356755392688
12442,172.05738022167483
12444,1001.3186564126986
12445,133.37787672804814
12446,1001.1541706028132
12447,476.5219875605202
12448,449.30802056250775
12449,1014.6023373076939
12450,98.9666795199911
12451,1484.8640174603192
12452,143.02462821231364
12453,706.792633439694
12454,-0.6672131406990371
12455,411.0003298198686
12456,789.4684332222242
12457,160.03847567241377
12458,472.54647217077616
12461,413.6319096003355
12462,280.7537719639985
12463,186.20989566367697
12464,151.71567206113437
12465,244.72316532138495
12468,241.2210253786804
12471,382.67315560834015
12472,479.074281423631
12473,316.40461742196436
12474,237.25587075578537
12475,723.1119664457784
12476,327.14738805587615
12477,1459.222879365078
12478,679.1923133062178
12479,158.98352939094204
12480,821.2399866098498
12481,508.3096366136501
12483,178.8207048847275
12484,561.4484792385917
12488,432.72284284842715
12489,334.9141649401519
12490,541.743039488852
12491,460.29330374723475
12492,131.66194324508464
12493,138.84352215913503
12494,87.29467721994384
12497,1042.5416758333336
12498,134.72274936506142
12500,323.16177453191125
12501,1043.897307821428
12502,744.5818624163192
12503,-1182.9263666666666
12504,29.398038406898714
12505,-2.1403907487926563
12506,73.7148591926838
12507,314.68299786284655
12508,199.3553536520768
12509,176.40730440449065
12510,491.2998879139876
12512,70.00433710705857
12513,293.87161731383
12514,1016.1245773989874
12515,384.0076721152085
12516,656.1681070007045
12517,410.9477648731335
12518,411.0539885089152
12519,341.055166771293
12520,430.55903347765155
12521,599.6900155837328
12522,95.94915595004274
12523,134.5324915607417
12524,560.7291736359126
12526,438.8929294394286
12527,116.00419407743914
12528,240.353319278392
12530,324.84990207087975
12531,125.55877132625199
12532,349.7442212262115
12534,1094.9872844273496
12535,358.0061667452442
12536,821.6357977462133
12538,363.99759149510993
12539,769.9006791161629
12540,699.9478673462346
12541,327.1043304400967
12544,177.7298840125868
12545,499.9155636463495
12546,380.3891209231642
12547,103.7413794188799
12548,95.07057867293086
12550,964.4689858008637
12551,167.9757475689945
12552,219.09619794631215
12553,260.96465903861866
12556,301.7556203847644
12557,2362.515877733551
12558,-0.6672131406990371
12559,178.5387546508034
12560,525.369457587986
12561,238.6816517497625
12562,540.1925655880227
12564,456.57019368742544
12565,64.34944827151432
12566,173.13686271887008
12567,826.8653414583347
12569,115.99248602682428
12571,259.2851649829058
12572,334.9069641861837
12573,160.601550152626
12574,218.89385723009403
12576,217.60321231699785
12577,149.14086939231572
12578,688.8664862435246
12579,136.8579711081473
12580,415.43871232956764
12581,197.73031397375624
12582,255.60754201815752
12583,399.3378139027731
12584,104.85504519142256
12585,496.204495483045
12586,90.35847111379137
12587,143.88463010994658
12588,214.80121330892317
12589,322.9923609825155
12590,3312.8245135940415
12591,452.7451284230174
12592,219.02130975142637
12593,138.93399583606424
12594,301.74203815923534
12596,308.96857468542504
12597,737.5761532524626
12598,334.0028934980561
12599,147.31177824055027
12600,234.34025148535864
12601,95.03386487781906
12602,152.80984549223393
12603,738.9565437922117
12604,126.86950358298849
12605,-5.199109847123514
12607,-0.6672131406990371
12609,375.8822556529111
12610,294.27162971077587
12611,1193.6974895959636
12612,321.9739979482412
12613,536.4351481247725
12614,315.70914636186086
12615,573.8939080515877
12616,131.52489054007546
12617,355.71708103316524
12618,177.4106816368085
12619,247.4039447753308
12620,446.6462854966553
12621,591.2756290204534
12622,180.35360378394162
12623,304.9757289927431
12624,320.6499853569874
12625,871.1485470271163
12626,491.3426583749993
12627,640.3606372156008
12628,192.5333613679548
12630,635.3647731549025
12631,640.6508397770659
12633,428.12576797251694
12635,845.6113587121197
12637,595.2895688878298
12638,671.4661619365336
12639,486.4981877769855
12640,391.6887662424668
12641,186.06689330017073
12642,337.8791523919985
12643,558.0804373818544
12644,477.58663970146006
12645,351.0491648748167
12646,673.9265438015391
12647,282.4992209323728
12648,318.0613882534935
12649,151.17181387489606
12650,314.6732181283528
12651,114.1717458172202
12652,457.47981700512423
12653,1106.2893114102576
12654,120.197316239376
12656,497.64025561680916
12657,230.60137906718694
12658,687.3443454741022
12659,91.26351691245247
12660,244.8802908217133
12662,318.06793138047755
12664,486.69834569533634
12665,30.97239446923926
12666,-236.2081000000001
12667,619.7277133547016
12668,623.5345316690159
12669,401.963869175142
12670,497.47692843245386
12672,225.92416144003252
12673,305.0831583735782
12674,274.29858539999617
12676,221.94411988034543
12678,1346.945004273229
12679,117.61137434740043
12680,215.40288223830265
12681,506.41845146238256
12682,396.70810368453306
12683,410.9962191172141
12684,326.30638681665647
12685,477.1897926152275
12686,89.93833324400157
12688,4739.908418550554
12689,623.5422529526896
12690,388.8165028410134
12691,172.549813637355
12693,138.63237755473082
12694,434.05917175934337
12695,145.43776878184704
12697,187.66022178067306
12700,812.1673892537888
12701,398.91059798945724
12702,219.12850117551213
12703,137.6325449602672
12704,221.9614901216476
12705,486.6981449350888
12707,604.9875096420149
12708,163.16668573428322
12709,357.7178403607358
12710,282.61349946512735
12712,249.33057669654573
12713,847.974723434343
12714,941.1307675674597
12715,353.8944396939081
12716,526.7721132453465
12717,327.0390474711762
12718,238.35191280907145
12719,202.75502444838122
12720,197.17807979146266
12721,375.8162023981482
12722,150.68902061110558
12723,145.10081059843293
12724,257.6654034288317
12725,427.9217792673424
12726,372.2250984694059
12727,438.83304400838693
12728,208.68620579864174
12729,452.72699570565624
12731,1343.2568857048527
12732,236.33109668710895
12733,384.03985580638005
12734,110.61450997616889
12735,389.6542446832447
12736,233.9328676558645
12738,155.1514859008203
12739,506.3925784858519
12740,427.88802665044415
12743,273.3711786464808
12744,912.0975680833317
12747,381.36414686885786
12748,129.92045497644824
12749,483.4720633015586
12750,276.26338897552694
12752,4301.481599056064
12753,1921.4064076637264
12754,590.2229018962032
12755,550.9056924206357
12756,112.28383962832635
12757,222.46135399249619
12758,1393.9350014041538
12759,510.4567644272052
12762,947.3682887500005
12763,247.37545733176765
12764,1690.4093129271732
12766,998.8080449153911
12769,1143.3604204166686
12770,1349.2038022435934
12772,891.7659238888901
12775,225.15444245417305
12778,114.72140458556316
12779,322.4022570030097
12781,141.63896934193087
12782,379.0018426339261
12783,200.2222823947173
12784,287.33085406838387
12785,152.66805835627486
12787,154.4645841340096
12789,91.27631881231044
12790,324.8855314043508
12791,192.71736627978768
12792,400.65667414372905
12793,272.52155424607434
12794,430.54538563662425
12795,430.5248785381464
12797,63.57024638309206
12798,2317.427480071214
12802,205.90276675776593
12808,161.25734501721914
12809,242.0791082038405
12811,171.6478445796104
12812,229.3710674052072
12814,125.83702645354238
12815,532.2132501879685
12816,286.19504491019444
12817,165.81049244311086
12818,758.874201560847
12820,235.64791391571353
12821,92.53099837616186
12822,306.3662418643801
12823,351.9670400453435
12824,396.8863780114614
12826,183.51087427131853
12827,143.3735136167318
